23.15;28.9;4;0.000124;2;0
23.35;28.9;4;0.000136;2;0
23.55;28.9;4;0.000149;2;0
23.75;28.9;4;0.000167;2;0
23.95;28.9;4;0.000182;2;0
24.15;28.9;4;0.000189;2;0
24.35;28.9;4;0.000207;1;0
24.55;28.9;4;0.000209;1;0
24.75;28.9;4;0.000222;1;0
24.95;28.9;4;0.000237;1;0
25.15;28.9;4;0.00024;1;0
25.35;28.9;4;0.000242;1;0
25.55;28.9;4;0.000249;1;0
25.75;28.9;4;0.000248;1;0
25.95;28.9;4;0.000246;1;0
26.15;28.9;4;0.000237;1;0
26.35;28.9;4;0.00024;1;0
26.55;28.9;4;0.000222;1;0
26.75;28.9;4;0.000215;1;0
26.95;28.9;4;0.000206;1;0
27.15;28.9;4;0.00019;2;0
27.35;28.9;4;0.00018;2;0
27.55;28.9;4;0.000164;2;0
27.75;28.9;4;0.000151;2;0
27.95;28.9;4;0.000131;2;0
28.15;28.9;4;0.00012;2;0
28.15;28.7;4;0.000136;2;0
27.95;28.7;4;0.000147;2;0
27.75;28.7;4;0.000168;2;0
27.55;28.7;4;0.000183;2;0
27.35;28.7;4;0.000191;2;0
27.15;28.7;4;0.000211;1;0
26.95;28.7;4;0.000223;1;0
26.75;28.7;4;0.000243;1;0
26.55;28.7;4;0.000255;1;0
26.35;28.7;4;0.000259;1;0
26.15;28.7;4;0.000267;1;0
25.95;28.7;4;0.000267;1;0
25.75;28.7;4;0.000274;1;0
25.55;28.7;4;0.000274;1;0
25.35;28.7;4;0.000269;1;0
25.15;28.7;4;0.000267;1;0
24.95;28.7;4;0.00026;1;0
24.75;28.7;4;0.000253;1;0
24.55;28.7;4;0.000239;1;0
24.35;28.7;4;0.000229;1;0
24.15;28.7;4;0.00021;1;0
23.95;28.7;4;0.000199;1;0
23.75;28.7;4;0.000183;2;0
23.55;28.7;4;0.000176;2;0
23.35;28.7;4;0.00015;2;0
23.15;28.7;4;0.000135;2;0
23.15;28.5;4;0.00015;2;0
23.35;28.5;4;0.00017;2;0
23.55;28.5;4;0.000182;2;0
23.75;28.5;4;0.000202;1;0
23.95;28.5;4;0.000213;1;0
24.15;28.5;4;0.00024;1;0
24.35;28.5;4;0.000246;1;0
24.55;28.5;4;0.00027;1;0
24.75;28.5;4;0.000283;1;0
24.95;28.5;4;0.000284;1;0
25.15;28.5;4;0.000293;1;0
25.35;28.5;4;0.000306;1;0
25.55;28.5;4;0.000305;1;0
25.75;28.5;4;0.000305;1;0
25.95;28.5;4;0.0003;1;0
26.15;28.5;4;0.000289;1;0
26.35;28.5;4;0.000281;1;0
26.55;28.5;4;0.000272;1;0
26.75;28.5;4;0.000265;1;0
26.95;28.5;4;0.000249;1;0
27.15;28.5;4;0.000231;1;0
27.35;28.5;4;0.000216;1;0
27.55;28.5;4;0.000201;1;0
27.75;28.5;4;0.00018;2;0
27.95;28.5;4;0.000162;2;0
28.15;28.5;4;0.000149;2;0
28.15;28.3;4;0.00016;2;0
27.95;28.3;4;0.000182;2;0
27.75;28.3;4;0.000203;1;0
27.55;28.3;4;0.000213;1;0
27.35;28.3;4;0.000242;1;0
27.15;28.3;4;0.000257;1;0
26.95;28.3;4;0.000273;1;0
26.75;28.3;4;0.000285;1;0
26.55;28.3;4;0.000304;1;0
26.35;28.3;4;0.00031;1;0
26.15;28.3;4;0.000325;1;0
25.95;28.3;4;0.000322;1;0
25.75;28.3;4;0.000327;1;0
25.55;28.3;4;0.000339;1;0
25.35;28.3;4;0.000329;1;0
25.15;28.3;4;0.00032;1;0
24.95;28.3;4;0.000311;1;0
24.75;28.3;4;0.000293;1;0
24.55;28.3;4;0.000297;1;0
24.35;28.3;4;0.000276;1;0
24.15;28.3;4;0.000251;1;0
23.95;28.3;4;0.000242;1;0
23.75;28.3;4;0.000221;1;0
23.55;28.3;4;0.0002;1;0
23.35;28.3;4;0.000187;2;0
23.15;28.3;4;0.000166;2;0
23.15;28.1;4;0.000181;2;0
23.35;28.1;4;0.000206;1;0
23.55;28.1;4;0.000209;1;0
23.75;28.1;4;0.000238;1;0
23.95;28.1;4;0.000259;1;0
24.15;28.1;4;0.000279;1;0
24.35;28.1;4;0.0003;1;0
24.55;28.1;4;0.000322;1;0
24.75;28.1;4;0.000333;1;0
24.95;28.1;4;0.00034;1;0
25.15;28.1;4;0.000349;1;0
25.35;28.1;4;0.000353;1;0
25.55;28.1;4;0.000361;1;0
25.75;28.1;4;0.000357;1;0
25.95;28.1;4;0.00036;1;0
26.15;28.1;4;0.000353;1;0
26.35;28.1;4;0.000334;1;0
26.55;28.1;4;0.000329;1;0
26.75;28.1;4;0.000308;1;0
26.95;28.1;4;0.000292;1;0
27.15;28.1;4;0.000275;1;0
27.35;28.1;4;0.000263;1;0
27.55;28.1;4;0.00024;1;0
27.75;28.1;4;0.000221;1;0
27.95;28.1;4;0.000193;1;0
28.15;28.1;4;0.000174;2;0
28.15;27.9;4;0.000189;2;0
27.95;27.9;4;0.000206;1;0
27.75;27.9;4;0.000233;1;0
27.55;27.9;4;0.000253;1;0
27.35;27.9;4;0.000278;1;0
27.15;27.9;4;0.000299;1;0
26.95;27.9;4;0.000318;1;0
26.75;27.9;4;0.000334;1;0
26.55;27.9;4;0.000358;1;0
26.35;27.9;4;0.000364;1;0
26.15;27.9;4;0.000376;1;0
25.95;27.9;4;0.000388;1;0
25.75;27.9;4;0.000383;1;0
25.55;27.9;4;0.000381;1;0
25.35;27.9;4;0.000384;1;0
25.15;27.9;4;0.000374;1;0
24.95;27.9;4;0.00037;1;0
24.75;27.9;4;0.000354;1;0
24.55;27.9;4;0.000338;1;0
24.35;27.9;4;0.000323;1;0
24.15;27.9;4;0.000307;1;0
23.95;27.9;4;0.000287;1;0
23.75;27.9;4;0.000258;1;0
23.55;27.9;4;0.000235;1;0
23.35;27.9;4;0.000215;1;0
23.15;27.9;4;0.000188;2;0
23.15;27.7;4;0.000204;1;0
23.35;27.7;4;0.000226;1;0
23.55;27.7;4;0.000255;1;0
23.75;27.7;4;0.000265;1;0
23.95;27.7;4;0.000301;1;0
24.15;27.7;4;0.000314;1;0
24.35;27.7;4;0.000339;1;0
24.55;27.7;4;0.000358;1;0
24.75;27.7;4;0.000381;1;0
24.95;27.7;4;0.000388;1;0
25.15;27.7;4;0.000398;0;0
25.35;27.7;4;0.000411;0;0
25.55;27.7;4;0.000412;0;0
25.75;27.7;4;0.000411;0;0
25.95;27.7;4;0.000407;0;0
26.15;27.7;4;0.000403;0;0
26.35;27.7;4;0.000399;1;0
26.55;27.7;4;0.000382;1;0
26.75;27.7;4;0.000359;1;0
26.95;27.7;4;0.000338;1;0
27.15;27.7;4;0.000313;1;0
27.35;27.7;4;0.000298;1;0
27.55;27.7;4;0.000275;1;0
27.75;27.7;4;0.000247;1;0
27.95;27.7;4;0.000221;1;0
28.15;27.7;4;0.000211;1;0
28.15;27.5;4;0.000213;1;0
27.95;27.5;4;0.000233;1;0
27.75;27.5;4;0.00026;1;0
27.55;27.5;4;0.000286;1;0
27.35;27.5;4;0.000311;1;0
27.15;27.5;4;0.000346;1;0
26.95;27.5;4;0.000351;1;0
26.75;27.5;4;0.000377;1;0
26.55;27.5;4;0.000395;1;0
